rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,2177,3335,4325,0.8565855622291565,1.0,6.99609899520874,5,7,35
2,2174,3335,3866,0.8565855622291565,1.0,6.99609899520874,5,7,35
3,2115,3116,3335,0.8565855622291565,1.0,6.99609899520874,5,7,35
4,3173,3335,3861,0.8565855622291565,1.0,6.99609899520874,5,7,35
5,3636,3335,3804,0.8565855622291565,1.0,6.99609899520874,5,7,35
6,3297,3208,3873,0.8562738299369812,1.0,6.993916988372803,5,7,35
7,2148,3208,3862,0.8562738299369812,1.0,6.993916988372803,5,7,35
8,1001,3100,3771,0.8189805150032043,1.0,6.732863426208496,5,7,35
9,1082,3100,4381,0.8189805150032043,1.0,6.732863426208496,5,7,35
10,999,3100,3684,0.8189805150032043,1.0,6.732863426208496,5,7,35
11,1069,3100,3698,0.8189805150032043,1.0,6.732863426208496,5,7,35
12,1002,3100,3685,0.8189805150032043,1.0,6.732863426208496,5,7,35
13,4647,3100,4199,0.8189805150032043,1.0,6.732863426208496,5,7,35
14,4232,3225,4086,0.7610269784927368,1.0,6.327188968658447,5,7,35
15,1288,3475,3491,0.7554196119308472,1.0,6.287937164306641,5,7,35
16,5170,3300,4627,0.7541691064834595,1.0,6.279183864593506,5,7,35
17,2930,3244,3300,0.7541691064834595,1.0,6.279183864593506,5,7,35
18,2864,3448,4503,0.7233095169067383,1.0,6.063166618347168,5,7,35
19,2861,3448,3858,0.7233095169067383,1.0,6.063166618347168,5,7,35
20,3724,3448,4271,0.7233095169067383,1.0,6.063166618347168,5,7,35
