rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,451,3477,3873,0.8571326732635498,0.9999998807907104,6.999929428100586,5,7,35
2,372,3477,3862,0.8571326732635498,0.9999998807907104,6.999929428100586,5,7,35
3,2373,3477,4202,0.8571326732635498,0.9999998807907104,6.999929428100586,5,7,35
4,4170,4485,4620,0.8560811877250671,0.9999998807907104,6.9925689697265625,5,7,35
5,4165,4485,5102,0.8560811877250671,0.9999998807907104,6.9925689697265625,5,7,35
6,3080,3794,4369,0.8558495044708252,0.9999998807907104,6.990947246551514,5,7,35
7,3079,3794,4113,0.8558495044708252,0.9999998807907104,6.990947246551514,5,7,35
8,3077,3794,4699,0.8558495044708252,0.9999998807907104,6.990947246551514,5,7,35
9,837,3739,3777,0.8523913025856018,0.9999998807907104,6.966740131378174,5,7,35
10,1040,3777,4886,0.8523913025856018,0.9999998807907104,6.966740131378174,5,7,35
11,6058,3777,4260,0.8523913025856018,0.9999998807907104,6.966740131378174,5,7,35
12,6056,3777,4238,0.8523913025856018,0.9999998807907104,6.966740131378174,5,7,35
13,2124,3651,4687,0.7909568548202515,0.9999998807907104,6.536698818206787,5,7,35
14,2111,3651,4815,0.7909568548202515,0.9999998807907104,6.536698818206787,5,7,35
15,2115,3651,4265,0.7909568548202515,0.9999998807907104,6.536698818206787,5,7,35
16,1639,3698,4158,0.7751718163490295,0.9999998807907104,6.426203727722168,5,7,35
17,3875,4043,5080,0.7375841736793518,0.9999998807907104,6.163089752197266,5,7,35
18,3847,4043,4828,0.7375841736793518,0.9999998807907104,6.163089752197266,5,7,35
19,5219,4437,5171,0.7249124050140381,0.9999998807907104,6.074387073516846,5,7,35
20,5216,4437,5170,0.7249124050140381,0.9999998807907104,6.074387073516846,5,7,35
