rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4165,4485,5102,0.8695680499076843,0.9999998807907104,7.086977005004883,5,8,40
2,4170,4485,4620,0.8695680499076843,0.9999998807907104,7.086977005004883,5,8,40
3,451,3477,3873,0.8595573306083679,0.9999998807907104,7.016901969909668,5,8,40
4,372,3477,3862,0.8595573306083679,0.9999998807907104,7.016901969909668,5,8,40
5,2373,3477,4202,0.8595573306083679,0.9999998807907104,7.016901969909668,5,8,40
6,837,3739,3777,0.8573694229125977,0.9999998807907104,7.0015869140625,5,8,40
7,1040,3777,4886,0.8573694229125977,0.9999998807907104,7.0015869140625,5,8,40
8,6058,3777,4260,0.8573694229125977,0.9999998807907104,7.0015869140625,5,8,40
9,6056,3777,4238,0.8573694229125977,0.9999998807907104,7.0015869140625,5,8,40
10,3077,3794,4699,0.8405122756958008,0.9999998807907104,6.883586883544922,5,7,35
11,3080,3794,4369,0.8405122756958008,0.9999998807907104,6.883586883544922,5,7,35
12,3079,3794,4113,0.8405122756958008,0.9999998807907104,6.883586883544922,5,7,35
13,2111,3651,4815,0.8326029181480408,0.9999998807907104,6.828221321105957,5,7,35
14,2124,3651,4687,0.8326029181480408,0.9999998807907104,6.828221321105957,5,7,35
15,2115,3651,4265,0.8326029181480408,0.9999998807907104,6.828221321105957,5,7,35
16,3070,3721,5029,0.7967641353607178,0.9999998807907104,6.577349662780762,5,7,35
17,1639,3698,4158,0.7324472069740295,0.9999998807907104,6.12713098526001,5,7,35
18,5483,3816,3870,0.6655520796775818,0.9999998807907104,5.658864974975586,5,6,30
19,1647,3816,4213,0.6655520796775818,0.9999998807907104,5.658864974975586,5,6,30
20,5725,3816,5188,0.6655520796775818,0.9999998807907104,5.658864974975586,5,6,30
