rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,372,3477,3862,0.8685620471407491,0.9999998807907104,6.999929428100586,5,7,35
2,451,3477,3873,0.8685620471407491,0.9999998807907104,6.999929428100586,5,7,35
3,2373,3477,4202,0.8685620471407491,0.9999998807907104,6.999929428100586,5,7,35
4,4165,4485,5102,0.8675701899458815,0.9999998807907104,6.9925689697265625,5,7,35
5,4170,4485,4620,0.8675701899458815,0.9999998807907104,6.9925689697265625,5,7,35
6,3080,3794,4369,0.8671371985244214,0.9999998807907104,6.990947246551514,5,7,35
7,3079,3794,4113,0.8671371985244214,0.9999998807907104,6.990947246551514,5,7,35
8,3077,3794,4699,0.8671371985244214,0.9999998807907104,6.990947246551514,5,7,35
9,837,3739,3777,0.8640760193072337,0.9999998807907104,6.966740131378174,5,7,35
10,1040,3777,4886,0.8640760193072337,0.9999998807907104,6.966740131378174,5,7,35
11,6058,3777,4260,0.8640760193072337,0.9999998807907104,6.966740131378174,5,7,35
12,6056,3777,4238,0.8640760193072337,0.9999998807907104,6.966740131378174,5,7,35
13,2115,3651,4265,0.8057434859098541,0.9999998807907104,6.536698818206787,5,7,35
14,2111,3651,4815,0.8057434859098541,0.9999998807907104,6.536698818206787,5,7,35
15,2124,3651,4687,0.8057434859098541,0.9999998807907104,6.536698818206787,5,7,35
16,1639,3698,4158,0.7909295853593205,0.9999998807907104,6.426203727722168,5,7,35
17,3875,4043,5080,0.7528409602679902,0.9999998807907104,6.163089752197266,5,7,35
18,3847,4043,4828,0.7528409602679902,0.9999998807907104,6.163089752197266,5,7,35
19,5216,4437,5170,0.7399134929039777,0.9999998807907104,6.0743865966796875,5,7,35
20,4861,4437,4819,0.7399134929039777,0.9999998807907104,6.0743865966796875,5,7,35
