rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.908470153808594,0.9869242906570435,0.9822308421134949
2,4198,8,8,7.452811241149902,0.9218301773071289,0.9290287494659424
3,2794,0,7,7.41016149520874,0.9157373309135437,0.9998637437820435
4,4627,8,8,7.273606300354004,0.8962294459342957,0.9072619676589966
5,4315,8,8,7.168333530426025,0.8811904788017273,0.9145280718803406
6,3777,7,7,7.006987571716309,0.8581410646438599,0.9958755373954773
7,3593,0,7,7.000049591064453,0.8571499586105347,0.9999998807907104
8,3484,0,7,6.9992289543151855,0.8570327162742615,0.9998714327812195
9,3901,0,7,6.997856616973877,0.8568366765975952,0.9995887279510498
10,3794,7,7,6.992908477783203,0.8561297655105591,0.9891947507858276
11,5157,7,7,6.986949443817139,0.855278491973877,0.9949401021003723
12,3477,0,7,6.9814324378967285,0.854490339756012,0.9967833757400513
13,4485,7,7,6.916488170623779,0.8452125787734985,0.9838203191757202
14,4370,6,7,6.549975872039795,0.7928537130355835,0.8335145115852356
15,5150,7,7,6.3996758460998535,0.7713822722434998,0.837315559387207
16,3458,7,7,6.387856483459473,0.7696937918663025,0.8672783970832825
17,3701,0,7,6.367150783538818,0.766735851764679,0.751820981502533
18,3493,7,7,6.343883991241455,0.7634119987487793,0.8433252573013306
19,4436,8,7,6.291015148162842,0.7558593153953552,0.7200943231582642
20,4158,1,7,6.124917030334473,0.7321310043334961,0.8184108138084412
